Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-08-30;Jaax S et al.;21.07.2026;20.07.2026;BMC Pregnancy Childbirth;2026;Geburtsvorbereitung für Kaiserschnitt-Patientinnen: Barrieren und Verbesserungswege;Deutsche Qualitativumfrage bei 15 Hebammen untersuchte, wie Geburtsvorbereitung den Informationsbedarf von Personen, die einen geplanten Kaiserschnitt planen, adressiert.;"Hebammen identifizierten als Barriere, dass Personen mit Kaiserschnitt-Plan fälschlicherweise denken, dass Geburtsvorbereitungskurse nicht relevant sind, da ihnen Informationen über Kursinhalt und Nutzen fehlen. Negative Reaktionen anderer Teilnehmender und von Hebammen auf die CS-Entscheidung wurden berichtet. Die meisten Hebammen betonen den Unterricht von CS-Inhalten; diskutiert wurde, ob separate Kurse praktiabel sind.";Deutschland, direkt anwendbar, Hemmnis in Informationsgap und sozialer Akzeptanz.;42477573;https://pubmed.ncbi.nlm.nih.gov/42477573/
2026-08-30;Meyer M et al.;01.07.2026;17.07.2026;Health Promot Int;2026;Schulleitungs-Gesundheitskompetenz und psychische Gesundheit: COVID-19-Befunde aus 11 Ländern;Querschnittsbefragung von 8.644 Schulprinzipalen und Vizeprinzipalen aus 11 europäischen und asiatischen Ländern (darunter Deutschland) während 2021–2022 untersuchte COVID-19 Health Literacy und Assoziationen mit Wohlbefinden und psychosomatischen Beschwerden.;Gesamt: 0,1% unzureichende, 3,3% problematisch, 65,7% ausreichend und 30,9% exzellente COVID-19 Health Literacy. COVID-19 Health Literacy sagte Wohlbefinden und psychosomatische Beschwerden signifikant voraus, auch nach Kontrolle für Soziodemografie und Schulmerkmale (kleine erklärte Varianz). Weibliche und jüngere Schulleitungen berichteten niedrigeres Wohlbefinden und mehr Beschwerden.;Deutschland/Europa, repräsentative Multilanden-Daten, Health-Literacy als krisenrelevante Ressource.;42467460;https://pubmed.ncbi.nlm.nih.gov/42467460/
2026-08-29;Verbeke C et al.;28.08.2026;28.08.2026;PLoS One;2026;Shared Decision-Making bei Myelom: Patienten wollen beteiligt werden;Querschnittsumfrage in elf Ländern fragte 558 Patienten und 89 Ärzte nach Verständnis und Wirklichkeit von Shared Decision-Making (SDM) beim multiplen Myelom.;"56,6 % der Patienten und 28,1 % der Ärzte hatten SDM noch nicht gehört; 96,1 % der Patienten wollten sich in Entscheidungen einbezogen sehen. Nur 3,9 % lehnten ab, weil sie Wissen anzweifelten oder Ärzte Entscheidungen gewöhnt waren. Alle Ärzte befürworteten Beteiligung nach Patientenwunsch. Der Unterschied zwischen gewünschter und erlebter Beteiligung war erheblich.";"Belgien, Niederlande, Israel; Systemvergleichbarkeit mittel, Sprachfrage zentral";42664265;https://pubmed.ncbi.nlm.nih.gov/42664265/
2026-08-29;Simonetti V et al.;2026;26.08.2026;J Nurs Manag;2026;Gesundheitskompetente Organisationen senken Arbeitsbelastung bei Pflegefachpersonen;Querschnittstudie mit 386 Pflegefachpersonen aus vier italienischen Einrichtungen untersuchte den Zusammenhang zwischen Umsetzung von Merkmalen gesundheitskompetenter Organisationen und wahrgenommener Arbeitsbelastung.;"Mittlere Implementationswerte für alle zehn Health-Literate-Healthcare-Organisation-Merkmale (HLHO-10: Mittelwert 4,73 von 7; SD 1,93). Höhere HLHO-Werte waren signifikant mit niedrigerer wahrgenommener Belastung verbunden. Frauen und Pflegende in Notfall- und Intensivstationen berichteten höhere Belastung (alle p < 0,001).";Italien, vergleichbares Sozialversicherungssystem, Organisationskultur systemabhängig;42643022;https://pubmed.ncbi.nlm.nih.gov/42643022/
2026-08-29;Peyro-Saint-Paul L et al.;24.08.2026;24.08.2026;PLoS One;2026;Finanzielle Entschädigung von Forschungsteilnehmern: französische Bürger bevorzugen klare Regeln;Explorative Befragung von 65 französischen Bürgern zum Verständnis und zur Erwartung hinsichtlich angemessener Entschädigungen für Unbillen und Risiken bei Arzneimittelstudien.;"75 % befürworteten finanzielle Entschädigung. Häufigste Kriterien: Exposition gegenüber neuem Prüfpräparat (65 %), invasive Verfahren (63 %), Einkommensverlust (63 %), fehlender persönlicher Nutzen (28 %). In drei Szenarien: Szenario 1 (hohe Last, kein Nutzen): 81 % Zustimmung, Median 300 €; Szenario 2 (niedriger Aufwand, etwas Nutzen): 48 %, 150 €; Szenario 3 (hohe Last und Unsicherheit): 60 %, 500 €.";"Frankreich, gute Systemvergleichbarkeit; Ethik-Rahmenbedingungen deutschlandnah";42636237;https://pubmed.ncbi.nlm.nih.gov/42636237/
2026-08-29;Soulard M et al.;25.07.2026;25.07.2026;Eur J Pediatr;2026;Neurodevelopmentale Risiken bei angeborenen Herzfehlern: Eltern sind nicht informiert;Nationale Online-Umfrage bei 293 französischen Eltern von Kindern mit angeborenen Herzfehlern (Rücklaufquote 43,9 %) zu Risikokommunikation, Koordination und Betreuungspfaden beim neurodevelopmentalen Screening.;"56,3 % (165/293) der Eltern fühlten sich nicht über neurodevelopmentale Risiken informiert. Von 127 informierten Eltern erhielten 83 % keine schriftlichen Materialien oder praktische Anleitung; 45 % keinen Zugang zu Fachpersonen oder Unterstützung. 99,0 % wollten Informationen. Bei Kindern über 3 Jahren: 57,1 % (120/210) Verzögerung oder Störung, aber nur 9,2 % (11/120) in koordiniertem Netzwerk. Drei Viertel ohne identifizierten Koordinator für Entwicklung.";"Frankreich, gutes Versicherungssystem; Familienzentrierung und Kontinuität systemübergreifend relevant";42502114;https://pubmed.ncbi.nlm.nih.gov/42502114/
2026-08-29;Austarheim AKS et al.;30.06.2026;02.07.2026;Patient Educ Couns;2026;Patientensicherheits-Checkliste fördert Gesundheitskompetenz von Operationspatienten;Qualitative Interviewstudie mit 20 Operationspatienten in Norwegen, die eine Patientensicherheits-Checkliste (PASC) vor und nach der Operation nutzen wollten – Untersuchung ihres Effekts auf Health Literacy.;"Zwei zentrale Themen: (1) PASC unterstützte aktives Selbstmanagement durch klare Instruktionen, Bewusstsein für kritische Informationen, Organisationshilfe und proaktive Schritte; (2) PASC verbesserte Kommunikation mit Fachpersonen, Informationssuche und kritische Bewertung. Nicht-Adhärenz war mit Barrieren verknüpft. Befund: PASC fördert Verstehen und Engagement im komplexen Versorgungsverlauf.";"Norwegen, vergleichbares Gesundheitssystem; Checklisten-Design systemübergreifend übertragbar";42391984;https://pubmed.ncbi.nlm.nih.gov/42391984/
2026-08-29;Mesinioti P et al.;Aug. 2026;02.07.2026;Health Expect;2026;Wie Fachpersonen ihre Macht in der Patientenbeteiligung konstruieren – sprachlich mehrdeutig;Diskursanalytische Studie von 49 Interviews mit Fachpersonen in sechs englischen NHS-Trusts zur Frage, wie sie ihre Handlungsfähigkeit und Verantwortung in der Einbeziehung von Patienten und Angehörigen in ernsthafte Zwischenfälle konstruieren.;Zwei vorherrschende, aber umstrittene Diskurse: einer, der Beteiligung als inkonsistent und begrenzt darstellt, und einer, der sie als zentral beschreibt. Fachpersonen positionierten sich selbst als entweder machtlos oder mächtig – je nach Rollendefinition, Arbeitsbeziehungen und organisationalem Kontext. Diese Konstruktionen sind linguistisch geprägt und erklären persistierende Lücken in echter Partizipation.;"Großbritannien, NHS-Struktur; diskursive Barrieren systemübergreifend, aber Kontext-spezifisch";42387920;https://pubmed.ncbi.nlm.nih.gov/42387920/
2026-08-28;Stenz S et al.;Sept. 2026;27.08.2026;Nurs Open;2026;Medication Literacy Assessment in der Homecare: Barrieren und Erfolgsfaktoren;Qualitative Studie zu Determinanten der erfolgreichen Implementierung eines Medication-Literacy-Instruments (MELIA) in zwei Schweizer Spitex-Organisationen.;Schlüsselfaktoren für erfolgreiche Implementierung: Bewusstsein der Pflegenden für Patientennutzen, verständliche Anleitungen und klare Rollenverteilung. Als Barrieren identifiziert: begrenzte Kommunikationsfähigkeiten, unzureichendes Wissen über Assessment-Tools, unklare Rollen in interprofessionellen Teams. Strukturierte Schulungen und klinische Supervision könnten Häufigkeit strukturierter Assessments erhöhen.;Schweiz, deutschsprachiger Raum, ähnliche Pflegestrukturen und Versorgungsauftrag;42656024;https://pubmed.ncbi.nlm.nih.gov/42656024/
2026-08-28;Ciarlo G et al.;26.08.2026;26.08.2026;BMC Public Health;2026;Health Literacy und Inanspruchnahme von Traditioneller Medizin in der Hausarztpraxis;Deutsche Querschnittsstudie (n=375) zum Zusammenhang von Migrationshintergrund, Gesundheitskompetenz und religiöser Orientierung mit Nutzung komplementärer und traditioneller Verfahren.;19,5% der Patienten mit Migrationshintergrund. Häufigste Verfahren: Bewegung (75,2%), Vitamine/Mineralstoffe (41,6%), Vitamin D (35,6%). Homöopathie signifikant häufiger bei Migranten (14,1% vs. 6,1%, p=0,007). Health Literacy eher hoch, nur schwache Assoziationen mit Inanspruchnahme. Geschlecht und Bildung sind stärkere Prädiktoren als Migration. Religiösität wirkt als psychosoziale Coping-Ressource, nicht als Verhaltensdeterminant.;Deutschland, ambulante Versorgung, vergleichbare Versicherungsstrukturen;42649486;https://pubmed.ncbi.nlm.nih.gov/42649486/
2026-08-28;Scherenberg V;20.07.2026;04.08.2026;Front Public Health;2026;AI Health Literacy: Kompetenzrahmen für verantwortungsvollen Umgang mit Sprachmodellen;Konzeptionelle Analyse zur Weiterentwicklung von Health Literacy im Zeitalter generativer KI – als Urteils- und Kontextkompetenz für Evaluierung KI-generierter Gesundheitsinformation.;Framework mit drei Dimensionen: task appropriateness (Angemessenheit für die Aufgabe), context of use (Nutzungskontext), critical verifiability (kritische Überprüfbarkeit). Zentrale Forderung: KI kann bei Verständnis, Orientierung und Vorbereitung unterstützen, sollte aber nicht professionelle Beratung in Diagnostik, Therapie, Triage und Medikation ersetzen. Adressaten müssen Inhalt UND Kontext, Modalität und Vertrauenswürdigkeit von KI-Antworten beurteilen können.;Deutschland/Europa, sprachunabhängiges Konzept, übertragbar auf alle Systeme;42548675;https://pubmed.ncbi.nlm.nih.gov/42548675/
2026-08-28;Brown M et al.;Aug. 2026;17.07.2026;Clin Teach;2026;PARTNER-Rahmen: Governance für Patient Involvement in Forschung;Praktisches Governance-Framework (sieben Bereiche) für Patient and Public Involvement in Gesundheitsberufe-Forschung, entwickelt von UK-Forschungspartnern mit akademischen und Laien-Mitarbeitern.;PARTNER-Framework umfasst: (1) Bezahlung und Anerkennung, (2) Vereinbarungen, (3) Rollen und Verantwortung, (4) Training und Unterstützung, (5) Networking, (6) gerechte Rekrutierung und Mitgliedschaft, (7) Review, Evaluation und Feedback. Jeder Bereich verlinkt mit praktischen Tools, Vorlagen und Tipps. Framework befähigt Forschungsteams zu strukturiertem, nachhaltigem Involvement über Lippenbekenntnisse hinaus.;Großbritannien, universelles Governance-Modell, auf Deutschland übertragbar;42466553;https://pubmed.ncbi.nlm.nih.gov/42466553/
2026-08-28;Prinkey TC et al.;10.06.2026;16.07.2026;Eur J Public Health;2026;Limited Health Literacy in migrierten Bevölkerungsgruppen: Soziodemografische Risikofaktoren;Finnische Querschnittsstudie (n=9.717, Terve Suomi und MoniSuomi) zur Prävalenz und Determinanten begrenzter Health Literacy in Allgemein- und Migrantenbevölkerung.;Limited Health Literacy in 15% der Allgemeinbevölkerung, aber 42% der Migrantinnen und Migranten (95%-KI 40,1–43,4). Assoziiert mit Arbeitslosigkeit/Student-Status, Einkommensschwierigkeiten, Alleenleben, niedriger Bildung, durchschnittlicher/schlechter Selbstgesundheitseinschätzung. Bei Migranten zusätzlich: unter-exzellente Finnisch-/Schwedisch-Kompetenz. Substanzielle Disparitäten gebunden an sozioökonomische Benachteiligung, Wohnbedingungen und Sprachkompetenz.;Finnland, nordeuropäisches System mit Migrationserfahrung, Sprache als kritischer Faktor;42463248;https://pubmed.ncbi.nlm.nih.gov/42463248/
2026-08-28;van de Sanden L et al.;08.07.2026;08.07.2026;BMJ Open Qual;2026;Patientenbeteiligung in klinischen Registern: Lücke zwischen Anspruch und Realität;Niederländische Befragungsstudie (n=48 Antwortende, 26 Register) zu Erfahrungen von Patientenvertreterinnen und -vertretern, Audit-Board-Vorsitzenden und Register-Koordinatoren mit Collaboration und Beteiligung.;Positive Einstellung zur Patientenbeteiligung. Clinical Audit Board-Vorsitzende bewerteten Collaboration günstiger als Register-Koordinatoren, die Vermittlerrolle zwischen Governance und Alltag reflektion. Hauptherausforderungen: fehlende strukturelle Klarheit und Rollendefinition, methodische Komplexität, Fragen zur Repräsentativität. Alle Gruppen fordern: besseres Onboarding, Training, strukturierte und konsistente Engagement-Prozesse. Derzeit eher symbolisch denn substanziell.;Niederlande, vergleichbares Versicherungssystem, Register-Kultur;42419912;https://pubmed.ncbi.nlm.nih.gov/42419912/
2026-08-27;Alharbi M et al.;Okt. 2026;26.08.2026;Health Expect;2026;Kommunikationsstrategien für Kinderbeteiligung in Dreier-Gesprächen im Gesundheitswesen;Scoping Review von 37 Studien zu Kommunikationsstilen (Dyadic vs. Triadic) von Fachpersonen und Eltern, die Kinderbeteiligung bei Gesundheitsentscheidungen beeinflussen.;"37 von 41 Studien zeigten geringe Kindenbeteiligung; supportive, offene und kinderfreundliche Kommunikation förderte aktive Beteiligung; Barrieren: direktive/aufgabenorientierte Stile der Fachpersonen und dominante Elternrollen.";"Internationale Evidenz (Zahnmedizin, Pädiatrie); britische Studien und JBI-Rahmen angewendet.";42649109;https://pubmed.ncbi.nlm.nih.gov/42649109/
2026-08-27;Beggs M et al.;Aug. 2026;26.08.2026;Health Expect;2026;Co-Design von Lungenkrebspatienten verbessert Akzeptanz eines Bewegungsprogramms;Partizipatives Studiendesign, in dem Lungenkrebspatienten und Angehörige in Workshops ein präoperatives Bewegungsprogramm mitgestalteten und dabei 15 Barrieren und 40 Förderfaktoren identifizierten.;"Sieben Teilnehmende (drei Lungenkrebspatienten, vier Angehörige) bewerteten tägliches Training mit 20 min Dauer und personalisierter Intensität als akzeptabel; Supervision und professionelle Beziehungen als essentiell für Effektivität.";"Qualitatives Design übertragbar auf deutsches Versorgungssystem; Partizipation ist strukturell verankert.";42644664;https://pubmed.ncbi.nlm.nih.gov/42644664/
2026-08-27;Namubiru C et al.;24.08.2026;26.08.2026;BMC Health Serv Res;2026;Gesundheitskompetenz bestimmt wissensabhängige Malaria-Präventionsverhalten;Querschnittstudie mit 504 Teilnehmenden in Gabun, Zusammenhang zwischen Health Literacy (HLS-EU-Q16) und Malaria-Verhaltensweisen gemessen.;"59,7 % mit ausreichender HL; HL war statistisch signifikant assoziiert mit Dosierungswissen (AME = 0,022, p < 0,001), Medikamenten-Adhärenz (OR = 1,089, p < 0,01), Fragen stellen (OR = 1,092, p < 0,001) und Netzbenutzung (p < 0,05); aber nicht mit Strukturmaßnahmen wie Bekämpfung oder Spritzen.";"Gabon, ähnliche Herausforderungen wie in Subsahara-Afrika; Fokus auf kommunikative statt strukturelle Ansätze.";42642735;https://pubmed.ncbi.nlm.nih.gov/42642735/
2026-08-27;Paulsen L et al.;27.07.2026;11.08.2026;Front Public Health;2026;Umweltbildung korreliert mit Gesundheitsverhalten – aber Evidenz ist schwach;Systematischer Review von fünf Querschnittsstudien (2020–2024) zu Zusammenhang zwischen Umwelt- und Nachhaltigkeitskompetenz und Gesundheitsverhalten.;"Drei Studien berichteten positive Assoziationen zwischen Umweltbildung und Gesundheitsverhalten (Ernährung, Rauchen); eine Studie identifizierte Erklärungspfad über Umwelteinstellungen und Lebensstil; heterogene Konzepte und Messinstrumente, Querschnittsdesign, keine Kausalitätsaussagen möglich.";"Deutschland, Schweiz teilweise beteiligt; Nachhaltigkeitskohärenz ist systemübergreifend relevant.";42577351;https://pubmed.ncbi.nlm.nih.gov/42577351/
2026-08-27;Treacy L et al.;29.06.2026;14.07.2026;Front Public Health;2026;Sprachbarrieren und Vertrauen prägen Gesundheitskompetenz von Migrantinnen mit Rheuma;Qualitative Studie mit 19 Interviews zu Gesundheitskompetenz von Migrantinnen mit Rheuma in Norwegen und limitierter Sprachkompetenz.;"Drei zentrale Themen: (1) Sprachkompetenz, digitale Literatur und sozialer Rückhalt formen Zugang; (2) Vertrauen entwickelt sich über Zeit, nicht automatisch durch Aufenthaltsdauer; (3) Beschäftigung beeinflusst Krankheitsmanagement; systemische Annahmen über Sprach- und digitale Fähigkeiten schaffen Lücken.";"Norwegen, ähnliche Migrations- und Gesundheitssysteme wie Deutschland; Sprachanpassungen essentiell.";42445919;https://pubmed.ncbi.nlm.nih.gov/42445919/
2026-08-27;Finderup J et al.;06.07.2026;09.07.2026;Int J Nurs Stud;2026;Pflegefachpersonen und Shared Decision Making: Wirkung auf Patienten-Beteiligung;Scoping Review von 23 Studien zu pflegefachpersonengeführtem Shared Decision Making mit Training, strukturierten Konsultationen oder Entscheidungshilfen.;"Interventionen erhöhten Patientenbeteiligung, wahrgenommenes Empowerment, Zufriedenheit mit Entscheidungen, Selbstvertrauen und Adhärenz; Barrieren: Zeitmangel und fehlende organisatorische Unterstützung.";Europäische Studien (Skandinavien, Niederlande), Kontexte vergleichbar mit Deutschland (Nephrologie, Onkologie, Psychiatrie).;42424661;https://pubmed.ncbi.nlm.nih.gov/42424661/
2026-08-26;Fosstveit SH et al.;13.08.2026;13.08.2026;JMIR Mhealth Uhealth;2026;Kann eine App Bewegung bei Krebsüberlebenden halten? 12-Monate Engagement;Deskriptive Analyse von Server-Log-Daten aus 378 norwegischen Gynäkologiekrebsüberlebenden, die 12 Monate lang mit Fitness-App-Komponente plus Aktivitätstracker begleitet wurden.;"Von 378 Teilnehmern loggten 72% (n=272) mindestens zwei Wochen PA, 60% (n=225) synchronisierten objektive Schritte. Mittlerer Tageswert 5657 Schritte (SD 2799). App-Nutzer waren jünger (Δ –6,7 Jahre; p < 0,001), öfter berufstätig (χ²=12,7; p < 0,001) und höher gebildet (χ²=13,6; p < 0,001) als Nicht-Nutzer. Engagement folgte Ebb-and-Flow-Muster (Rückgänge um Wochen 16, 32, 44, Erholung nach 3 Wochen).";"Norwegen, öffentliches Versorgungssystem mit vergleichbarer Digitalinfrastruktur; Geschlechts-/Bildungsungleichheit universal";42594257;https://pubmed.ncbi.nlm.nih.gov/42594257/
2026-08-26;Ciarlo G et al.;04.08.2026;04.08.2026;Support Care Cancer;2026;Trauen Krebspatienten Online-Foren oder Alternativmedizin? eHealth Literacy ist nicht der Treiber;"Querschnittsbefragung von 458 Nutzern des größten deutschsprachigen Krebsforums zu Forumnutzung, Einstellungen zur Komplementärmedizin und eHealth Literacy; Regressionsmodelle.";"44,3% (n=203) nutzten CAM; Nutzungsintensität moderat (Median 2, IQR 1–3). Keine Assoziation zwischen Forumnutzung, eHealth Literacy oder psychischem Stress und CAM-Anwendung. CAM-Diskussionen im Forum bewertet als signifikant weniger vertrauenswürdig als Gespräche zu konventionellen Therapien (t(383)=16,88; p < 0,001), unabhängig von eHealth Literacy und Distress. Forumnutzung differenziert zwischen Vertrauensbereichen – suggeriert Forenlerner als kritisch.";"Deutschland (größtes deutsches Krebsforum); Befunde zu Vertrauensdifferenzierung kultur- und systemübergreifend relevant";42550300;https://pubmed.ncbi.nlm.nih.gov/42550300/
2026-08-26;Haugen ALH et al.;09.07.2026;24.07.2026;Front Public Health;2026;Können Jugendliche Gesundheitsinformation bewerten? Validierung eines Kurzfragebogens;"Validierung eines fünf-Item-Selbstberichts-Instrumentes zur kritischen Gesundheitskompetenz (CHLA-QA) bei 522 norwegischen Schülern (13–15 Jahre); Known-Groups und konvergente Validität.";"Fünf-Item-Lösung mit akzeptabler Passung (CFI = 0,98; RMSEA = 0,097), starker standardisierter Ladungen (0,582–0,839), zufriedenstellender Reliabilität (α = 0,79). Mädchen höher als Jungen (p < 0,001; r = 0,169). Sozioökonomischer Gradient: höhere Werte bei Elternbildung (r = 0,111) und Büchern zu Hause (ε² = 0,024). HLSAC stieg stufenweise nach CHLA-QA-Gruppen (ε² = 0,132).";Norwegen, skandinavisches Schulsystem mit ähnlicher Gesundheitskompetenz-Infrastruktur;42494905;https://pubmed.ncbi.nlm.nih.gov/42494905/
2026-08-26;Cosma C et al.;16.07.2026;16.07.2026;BMJ Open;2026;Vier Gesundheitskompetenz-Profile bei Frauen zur kardiovaskulären Prävention;"Clusteranalyse der Gesundheitskompetenz (neun HLQ-Dimensionen) bei 156 Frauen in benachteiligtem Stadtteil Florenz; vier Profile von breiter Stärke bis zu Herausforderungen in allen Bereichen.";Vier distinct Profile identifiziert (p < 0,001): 16,7% mit breiten Stärken, 48,7% mit Stärken und selektiven Herausforderungen, 8,3% mit weit verbreiteten Herausforderungen, 26,3% mit gemischtem Profil und geringerer sozialer Unterstützung. Profile mit markanten Herausforderungen assoziiert mit niedrigerem Einkommen, schlechterer Eigengesundheitswahrnehmung und schwächerer Ernährungsliteratur. Meaningfulness-Dimension der Kohärenz höher bei stärkeren Profilen (p < 0,001).;Italien, vergleichbares Sozialversicherungssystem und Versorgungsstruktur;42463207;https://pubmed.ncbi.nlm.nih.gov/42463207/
2026-08-26;Nguyen DT et al.;Juli 2026;15.07.2026;Psychooncology;2026;Patientenaktivierung und Arzt-Patient-Kommunikation senken Krebsmüdigkeit;Beobachtungsstudie LIFT (Deutschland, 1175 Krebsüberlebende) mit Messungen von Patient Activation Measure (PAM-13-D) und Kommunikationsqualität (ComQ) neun Monate nach Diagnose, Outcome Müdigkeit (EORTC QLQ-FA12) nach 12 und 24 Monaten.;PAM bei neun Monaten negativ assoziiert mit körperlicher und Gesamt-Müdigkeit bei 12 und 24 Monaten (multivariabel mit Kovariaten). ComQ bei neun Monaten negativ mit Müdigkeit bei 12 Monaten assoziiert. Nach zusätzlicher Anpassung für Voraus-Müdigkeit (4–6 Monate) blieben PAM-Assoziationen bei 12 Monaten bestehen, wurden aber abgeschwächt.;Deutschland, deutsches Versorgungssystem mit vergleichbarer onkologischer Struktur;42452905;https://pubmed.ncbi.nlm.nih.gov/42452905/
2026-08-26;Berghold J et al.;11.07.2026;11.07.2026;BMC Med Inform Decis Mak;2026;Entscheidungshilfen für Bluthochdruck: Systematische Übersicht über Qualität und Design;"Systematische Übersicht von fünf Entscheidungshilfen (PDA) für Hypertonie nach IPDAS-Kriterien; Bewertung der Qualität und Einhaltung von Standards.";"Fünf PDAs (2019–2024) aus USA, UK, Deutschland identifiziert; alle online zugänglich, alle adressierten Medikament und Lebensstil (2–12 Optionen), mit Option-Grid-Format, Visuals, Werte-Klärung. Qualitätsbewertung nach IPDAS sehr unterschiedlich: Scores 49/116 bis 87/116. Lücken in Entwicklungsprozessen. Keine randomisierten Wirksamkeitsstudien vorhanden.";"Deutschland mit einer PDA vertreten; Hypertonie-Management in DACH-Ländern vergleichbar, aber wenig lokale Evidence";42436484;https://pubmed.ncbi.nlm.nih.gov/42436484/
2026-08-26;Busnel Y et al.;Aug. 2026;09.07.2026;Health Expect;2026;Patient-Partner in Krebsforschung: Wie echte Mitgestaltung gelingt;"Qualitative Interviews mit sieben Patient-Partnern über ihre Erfahrungen in partizipativer Forschungsgovernance (PROOF-Projekt Frankreich); Analyse von Bedingungen für echte Beteiligung.";"Drei Themen: (1) Persönliche Einladung als Anerkennung triggert Engagement; (2) Echte Mitgestaltung durch dedizierte Räume, Vertrauensrelation und responsive Teams möglich, aber administrative Hürden bremsen; (3) Gegenseitige Transformation – Patient-Partner sahen Beitrag zu Interventionsdesign und Team, Plus eigene Kompetenzentwicklung und Netzwerk. Barrieren primär strukturell (administrative Zwänge, Forschungsrhythmen).";Frankreich, europäisches Versicherungssystem mit Partizipationstraditionen;42423243;https://pubmed.ncbi.nlm.nih.gov/42423243/
2026-08-23;Weiler-Wichtl LJ et al.;Aug. 2026;22.08.2026;Psychooncology;2026;Psychoeducational Schulungsprogramm verbessert Gesundheitskompetenz und emotionales Wohlbefinden bei Kindern mit Krebs;Pilotprüfung eines Psychoedukationsprogramms (MyLogbook) zur Verbesserung der Gesundheitskompetenz und emotionalen Anpassung bei 240 pädiatrischen Onkologiepatienten in Deutschland, Österreich, Schweiz und Italien.;Die subjektive, modulspezifische Gesundheitskompetenz stieg signifikant von 2,97 (SD=1,45) nach Sitzung 1 auf 3,97 (SD=1,13) nach Sitzung 2 (Wilcoxon V=1597,5, p<0,001). Negative Emotionen nahmen ab (B=-0,342, p<0,001), positive Emotionen nahmen zu (β=0,051, p=0,011). Das Programm übersetzte erfolgreich Leitlinien zur psychosozialen Versorgung in die klinische Praxis.;Deutschland und Österreich – multizentrische Studie mit deutschsprachigen Patienten und Versorgungsstrukturen;42631525;https://pubmed.ncbi.nlm.nih.gov/42631525/
2026-08-23;Schulz C et al.;19.08.2026;20.08.2026;BMC Health Serv Res;2026;Verständlichkeit und Empathie von KI-Gesundheitsinformation: Nutzervergleich mit menschlichen Antworten;Online-Befragung in Deutschland mit 224 Teilnehmenden, die identische Gesundheitsfragen mit Antworten von ChatGPT-4 und einem Physiotherapeuten bewerteten.;Die KI-generierte Antwort wurde bei Verständlichkeit und Empathie signifikant höher bewertet als die menschliche (alle p<0,001). Wahrnehmung diskriminierender Inhalte war selten und unterschied sich nicht zwischen den Antworten. Fachliche Bewertung bevorzugte die KI-Antwort hinsichtlich Genauigkeit, aber Längen- und Strukturunterschiede erfordern vorsichtige Interpretation.;Deutsche Studie mit realen Patientenfragen aus Gesundheitsforum – direkt auf deutsche Kontexte übertragbar;42618915;https://pubmed.ncbi.nlm.nih.gov/42618915/
2026-08-21;Cederborg C et al.;Aug. 2026;20.08.2026;J Eval Clin Pract;2026;Verständnis und Beteiligung in psychiatrischer Versorgung: Bedingungen für Shared Decision-Making aus Sicht der Fachpersonen;Qualitative Fokusgruppenstudie mit 28 Psychiatriefachpersonen in Schweden zu Voraussetzungen, Hürden und Strategien für gelungene Patientenbeteiligung in Behandlungsgesprächen.;"Vertrauensvolle Beziehung, Transparenz und patientengerechte Kommunikation fördern Mitsprache. Zeit als übergreifender limitierender Faktor. Organisatorische Unterstützung, Schulung und strukturierte Entscheidungsprozesse nötig; Motivational Interviewing und Teamwork als Enabler benannt.";Skandinavien, freier Marktzugang – systemische Hürden (Zeit, Ressourcen) identisch.;42623490;https://pubmed.ncbi.nlm.nih.gov/42623490/
2026-08-21;Domanska OM et al.;19.08.2026;20.08.2026;BMC Public Health;2026;Ungleiche Gesundheitskompetenz für Bewegung: Soziale Gradienten in der deutschen Erwachsenenbevölkerung;Deutsche Querschnittsstudie (n = 3.986) mittels standardisierter Telefonbefragung 2023, die physische Aktivitäts-bezogene Health Literacy (PAHCO) und ihre Assoziationen mit sozialen Ungleichheiten untersuchte.;"38,2% zeigte niedrige/eher niedrige PAHCO-Werte. Erhöhte Odds für geringe PAHCO bei ≥65 Jahren (OR 3,77; 95% KI 2,28–6,22), niedriger vs. hoher Bildung (OR 1,96; 95% KI 1,37–2,82) und niedrigstem vs. höchstem Einkommensquartil (OR 1,95; 95% KI 1,23–3,10). Befunde über alle drei Subkompetenzen konsistent.";Deutschland, RKI-Daten, nationale Representative-Stichprobe.;42618908;https://pubmed.ncbi.nlm.nih.gov/42618908/
